Date,Customer_ID,Shop_ID,Shop_Name,Category,Product_Name,Quantity,Unit_Price,Discount,Sales_Amount,Payment_Method,Customer_Type,Rating
2024-10-09,C0104,S007,Sports Arena,Sports,Skipping Rope,2,299,0,598.0,UPI,Non-Member,4
2024-10-09,C0079,S002,Style Point,Fashion,Jeans,1,1499,5,1424.05,Cash,Non-Member,5
2024-10-10,C0213,S008,Book House,Books,Notebook,2,199,5,378.1,Cash,Member,5
2024-10-12,C0001,S002,Style Point,Fashion,Jeans,2,1499,10,2698.2,Card,Non-Member,5
2024-10-12,C0071,S007,Sports Arena,Sports,Football,1,899,15,764.15,Cash,Non-Member,5
2024-10-12,C0144,S006,Beauty Corner,Beauty,Moisturizer,1,599,15,509.15,Cash,Non-Member,3
2024-10-13,C0303,S004,Mobile Zone,Electronics,Smart Watch,2,2999,15,5098.3,UPI,Member,4
2024-10-14,C0470,S002,Style Point,Fashion,T-Shirt,1,799,20,639.2,Card,Non-Member,5
2024-10-15,C0379,S003,Tech World,Electronics,Headphones,1,1499,5,1424.05,UPI,Non-Member,4
2024-10-15,C0031,S001,Fashion Hub,Fashion,Sneakers,1,1999,0,1999.0,Card,Non-Member,4
2024-10-16,C0441,S005,Home Needs,Home & Lifestyle,Cushion,2,499,5,948.1,UPI,Member,5
2024-10-17,C0485,S005,Home Needs,Home & Lifestyle,Storage Box,2,699,20,1118.4,Card,Non-Member,3
2024-10-17,C0053,S004,Mobile Zone,Electronics,Bluetooth Speaker,1,1799,10,1619.1,Cash,Non-Member,4
2024-10-17,C0008,S001,Fashion Hub,Fashion,Jeans,1,1499,15,1274.15,UPI,Non-Member,4
2024-10-19,C0153,S006,Beauty Corner,Beauty,Shampoo,2,499,0,998.0,UPI,Member,5
2024-10-20,C0209,S007,Sports Arena,Sports,Football,1,899,15,764.15,Cash,Non-Member,4
2024-10-20,C0096,S006,Beauty Corner,Beauty,Face Wash,1,399,10,359.1,Cash,Member,3
2024-10-20,C0088,S007,Sports Arena,Sports,Skipping Rope,1,299,0,299.0,Cash,Member,5
2024-10-20,C0253,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,10,629.1,Cash,Non-Member,4
2024-10-20,C0098,S008,Book House,Books,Notebook,1,199,20,159.2,UPI,Non-Member,5
2024-10-21,C0450,S004,Mobile Zone,Electronics,Smart Watch,3,2999,15,7647.45,UPI,Non-Member,4
2024-10-22,C0213,S007,Sports Arena,Sports,Sports Shoes,1,2499,20,1999.2,UPI,Non-Member,5
2024-10-22,C0328,S005,Home Needs,Home & Lifestyle,Cushion,1,499,0,499.0,Cash,Non-Member,5
2024-10-22,C0017,S002,Style Point,Fashion,Sneakers,1,1999,0,1999.0,UPI,Member,5
2024-10-23,C0134,S002,Style Point,Fashion,T-Shirt,1,799,0,799.0,Cash,Member,5
2024-10-24,C0296,S008,Book House,Books,Magazine,1,149,10,134.1,UPI,Member,3
2024-10-25,C0208,S008,Book House,Books,Children Book,1,299,0,299.0,Card,Member,4
2024-10-25,C0445,S001,Fashion Hub,Fashion,Sneakers,3,1999,5,5697.15,Cash,Member,5
2024-10-26,C0444,S002,Style Point,Fashion,Sneakers,1,1999,20,1599.2,Cash,Non-Member,3
2024-10-26,C0303,S003,Tech World,Electronics,Headphones,2,1499,5,2848.1,Cash,Member,4
2024-10-27,C0195,S003,Tech World,Electronics,Headphones,1,1499,15,1274.15,Cash,Member,5
2024-10-27,C0212,S002,Style Point,Fashion,T-Shirt,1,799,0,799.0,Cash,Member,4
2024-10-28,C0086,S001,Fashion Hub,Fashion,Jacket,2,2499,20,3998.4,UPI,Member,5
2024-10-28,C0181,S001,Fashion Hub,Fashion,Sneakers,2,1999,0,3998.0,Cash,Member,4
2024-10-29,C0087,S002,Style Point,Fashion,Shirt,1,999,15,849.15,Card,Non-Member,5
2024-10-29,C0438,S003,Tech World,Electronics,Keyboard,2,1299,10,2338.2,Card,Non-Member,4
2024-10-29,C0232,S003,Tech World,Electronics,Smart Watch,3,2999,0,8997.0,UPI,Non-Member,4
2024-10-30,C0293,S001,Fashion Hub,Fashion,Jacket,2,2499,0,4998.0,Cash,Non-Member,4
2024-10-31,C0473,S003,Tech World,Electronics,Keyboard,3,1299,5,3702.15,Cash,Non-Member,4
2024-10-31,C0451,S001,Fashion Hub,Fashion,Sneakers,2,1999,0,3998.0,Cash,Non-Member,3
2024-11-01,C0378,S001,Fashion Hub,Fashion,Sneakers,1,1999,20,1599.2,Card,Member,5
2024-11-02,C0335,S001,Fashion Hub,Fashion,T-Shirt,1,799,5,759.05,Cash,Non-Member,4
2024-11-02,C0021,S005,Home Needs,Home & Lifestyle,Bedsheet,2,1299,10,2338.2,Cash,Member,4
2024-11-02,C0266,S006,Beauty Corner,Beauty,Perfume,1,999,0,999.0,Card,Non-Member,3
2024-11-03,C0345,S003,Tech World,Electronics,Bluetooth Speaker,2,1799,20,2878.4,Cash,Member,5
2024-11-03,C0262,S003,Tech World,Electronics,Bluetooth Speaker,1,1799,0,1799.0,Card,Member,3
2024-11-04,C0227,S003,Tech World,Electronics,Bluetooth Speaker,1,1799,5,1709.05,Card,Member,3
2024-11-04,C0456,S002,Style Point,Fashion,Jacket,1,2499,20,1999.2,Cash,Non-Member,5
2024-11-05,C0150,S008,Book House,Books,Magazine,3,149,10,402.3,Cash,Non-Member,5
2024-11-05,C0441,S004,Mobile Zone,Electronics,Bluetooth Speaker,3,1799,10,4857.3,UPI,Member,4
2024-11-06,C0037,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,15,594.15,Cash,Member,5
2024-11-07,C0309,S005,Home Needs,Home & Lifestyle,Storage Box,3,699,10,1887.3,Cash,Member,5
2024-11-09,C0184,S002,Style Point,Fashion,Shirt,2,999,10,1798.2,UPI,Non-Member,5
2024-11-09,C0295,S004,Mobile Zone,Electronics,Smart Watch,1,2999,0,2999.0,UPI,Member,5
2024-11-10,C0177,S005,Home Needs,Home & Lifestyle,Bedsheet,1,1299,5,1234.05,Cash,Member,4
2024-11-10,C0203,S002,Style Point,Fashion,Sneakers,2,1999,10,3598.2,UPI,Member,5
2024-11-11,C0014,S001,Fashion Hub,Fashion,Jeans,2,1499,0,2998.0,Card,Non-Member,3
2024-11-12,C0199,S006,Beauty Corner,Beauty,Lip Balm,1,249,15,211.65,Card,Non-Member,4
2024-11-13,C0444,S007,Sports Arena,Sports,Yoga Mat,3,799,0,2397.0,Card,Non-Member,5
2024-11-13,C0182,S008,Book House,Books,Magazine,1,149,0,149.0,Cash,Non-Member,5
2024-11-14,C0087,S001,Fashion Hub,Fashion,Jeans,1,1499,15,1274.15,UPI,Non-Member,4
2024-11-15,C0401,S003,Tech World,Electronics,Bluetooth Speaker,3,1799,20,4317.6,Card,Non-Member,3
2024-11-16,C0121,S003,Tech World,Electronics,Bluetooth Speaker,2,1799,10,3238.2,Card,Member,4
2024-11-17,C0450,S007,Sports Arena,Sports,Cricket Bat,1,1999,10,1799.1,Card,Member,4
2024-11-18,C0339,S005,Home Needs,Home & Lifestyle,Bedsheet,2,1299,5,2468.1,Cash,Non-Member,5
2024-11-18,C0210,S008,Book House,Books,Business Book,3,699,0,2097.0,Cash,Member,4
2024-11-19,C0384,S007,Sports Arena,Sports,Skipping Rope,1,299,15,254.15,Cash,Non-Member,3
2024-11-19,C0449,S004,Mobile Zone,Electronics,Bluetooth Speaker,1,1799,0,1799.0,Card,Member,4
2024-11-20,C0480,S004,Mobile Zone,Electronics,Smart Watch,1,2999,10,2699.1,Card,Member,4
2024-11-20,C0055,S005,Home Needs,Home & Lifestyle,Bedsheet,1,1299,0,1299.0,Card,Non-Member,4
2024-11-21,C0410,S008,Book House,Books,Notebook,1,199,15,169.15,Card,Non-Member,4
2024-11-21,C0409,S003,Tech World,Electronics,Bluetooth Speaker,1,1799,15,1529.15,Cash,Non-Member,4
2024-11-21,C0017,S004,Mobile Zone,Electronics,Smart Watch,1,2999,0,2999.0,UPI,Non-Member,4
2024-11-22,C0356,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,10,629.1,UPI,Member,4
2024-11-23,C0103,S001,Fashion Hub,Fashion,T-Shirt,1,799,20,639.2,Cash,Member,4
2024-11-23,C0443,S006,Beauty Corner,Beauty,Lip Balm,3,249,0,747.0,Card,Member,4
2024-11-23,C0492,S007,Sports Arena,Sports,Cricket Bat,3,1999,0,5997.0,UPI,Non-Member,5
2024-11-23,C0043,S001,Fashion Hub,Fashion,Shirt,3,999,0,2997.0,Cash,Non-Member,5
2024-11-24,C0122,S007,Sports Arena,Sports,Yoga Mat,2,799,10,1438.2,UPI,Member,4
2024-11-24,C0461,S005,Home Needs,Home & Lifestyle,Cushion,1,499,10,449.1,Cash,Non-Member,3
2024-11-24,C0216,S003,Tech World,Electronics,Headphones,1,1499,10,1349.1,UPI,Member,5
2024-11-25,C0148,S007,Sports Arena,Sports,Yoga Mat,1,799,0,799.0,UPI,Member,5
2024-11-25,C0338,S008,Book House,Books,Children Book,1,299,0,299.0,Cash,Member,3
2024-11-26,C0333,S005,Home Needs,Home & Lifestyle,Bottle,2,399,0,798.0,Card,Member,4
2024-11-28,C0297,S004,Mobile Zone,Electronics,Bluetooth Speaker,1,1799,10,1619.1,Card,Member,5
2024-12-01,C0469,S006,Beauty Corner,Beauty,Face Wash,1,399,10,359.1,Card,Member,4
2024-12-01,C0095,S008,Book House,Books,Novel,1,399,0,399.0,Card,Member,5
2024-12-01,C0425,S001,Fashion Hub,Fashion,T-Shirt,2,799,0,1598.0,Cash,Non-Member,4
2024-12-02,C0298,S004,Mobile Zone,Electronics,Power Bank,1,999,20,799.2,Card,Non-Member,4
2024-12-02,C0132,S006,Beauty Corner,Beauty,Perfume,2,999,0,1998.0,UPI,Non-Member,4
2024-12-03,C0067,S006,Beauty Corner,Beauty,Lip Balm,1,249,0,249.0,Card,Member,3
2024-12-04,C0147,S006,Beauty Corner,Beauty,Face Wash,3,399,15,1017.45,Card,Member,5
2024-12-04,C0265,S002,Style Point,Fashion,Jacket,1,2499,10,2249.1,Cash,Non-Member,5
2024-12-04,C0493,S007,Sports Arena,Sports,Skipping Rope,1,299,20,239.2,Cash,Member,5
2024-12-05,C0204,S008,Book House,Books,Children Book,1,299,15,254.15,UPI,Non-Member,3
2024-12-06,C0057,S008,Book House,Books,Business Book,1,699,0,699.0,Card,Member,4
2024-12-07,C0482,S008,Book House,Books,Novel,3,399,10,1077.3,Cash,Non-Member,4
2024-12-08,C0280,S004,Mobile Zone,Electronics,Headphones,3,1499,15,3822.45,Card,Member,5
2024-12-09,C0194,S007,Sports Arena,Sports,Football,2,899,0,1798.0,Card,Member,4
2024-12-10,C0269,S005,Home Needs,Home & Lifestyle,Bedsheet,1,1299,15,1104.15,UPI,Non-Member,3
2024-12-11,C0193,S006,Beauty Corner,Beauty,Shampoo,2,499,0,998.0,UPI,Member,4
2024-12-13,C0050,S002,Style Point,Fashion,Jacket,2,2499,0,4998.0,UPI,Non-Member,5
2024-12-13,C0281,S007,Sports Arena,Sports,Yoga Mat,2,799,15,1358.3,Card,Member,4
2024-12-14,C0451,S006,Beauty Corner,Beauty,Moisturizer,1,599,0,599.0,UPI,Member,4
2024-12-14,C0448,S006,Beauty Corner,Beauty,Shampoo,2,499,5,948.1,UPI,Non-Member,4
2024-12-15,C0095,S006,Beauty Corner,Beauty,Perfume,3,999,20,2397.6,Cash,Member,4
2024-12-15,C0459,S001,Fashion Hub,Fashion,Sneakers,2,1999,0,3998.0,Cash,Member,4
2024-12-16,C0143,S002,Style Point,Fashion,Shirt,2,999,5,1898.1,UPI,Member,3
2024-12-17,C0460,S008,Book House,Books,Children Book,1,299,10,269.1,Card,Member,4
2024-12-17,C0033,S005,Home Needs,Home & Lifestyle,Lamp,3,899,0,2697.0,UPI,Non-Member,4
2024-12-19,C0231,S002,Style Point,Fashion,Jacket,3,2499,0,7497.0,UPI,Non-Member,5
2024-12-19,C0471,S002,Style Point,Fashion,Jacket,1,2499,20,1999.2,Card,Non-Member,5
2024-12-19,C0237,S002,Style Point,Fashion,T-Shirt,1,799,20,639.2,UPI,Member,4
2024-12-19,C0493,S006,Beauty Corner,Beauty,Shampoo,1,499,0,499.0,UPI,Member,4
2024-12-20,C0288,S007,Sports Arena,Sports,Yoga Mat,1,799,0,799.0,UPI,Non-Member,4
2024-12-20,C0337,S004,Mobile Zone,Electronics,Bluetooth Speaker,1,1799,20,1439.2,UPI,Non-Member,3
2024-12-21,C0197,S003,Tech World,Electronics,Bluetooth Speaker,1,1799,10,1619.1,Cash,Member,4
2024-12-21,C0054,S003,Tech World,Electronics,Keyboard,1,1299,0,1299.0,Card,Member,4
2024-12-22,C0383,S002,Style Point,Fashion,Sneakers,1,1999,10,1799.1,UPI,Non-Member,3
2024-12-22,C0201,S004,Mobile Zone,Electronics,Power Bank,1,999,10,899.1,Cash,Non-Member,5
2024-12-22,C0023,S007,Sports Arena,Sports,Sports Shoes,1,2499,20,1999.2,Card,Non-Member,5
2024-12-23,C0174,S002,Style Point,Fashion,Jeans,3,1499,5,4272.15,UPI,Member,3
2024-12-23,C0378,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,0,699.0,UPI,Member,5
2024-12-23,C0016,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,5,664.05,Card,Non-Member,3
2024-12-25,C0388,S007,Sports Arena,Sports,Yoga Mat,3,799,10,2157.3,UPI,Member,4
2024-12-25,C0486,S007,Sports Arena,Sports,Yoga Mat,1,799,10,719.1,Cash,Member,4
2024-12-27,C0449,S004,Mobile Zone,Electronics,Smart Watch,1,2999,5,2849.05,UPI,Member,5
2024-12-27,C0441,S006,Beauty Corner,Beauty,Face Wash,1,399,5,379.05,Card,Member,4
2024-12-28,C0123,S005,Home Needs,Home & Lifestyle,Cushion,2,499,0,998.0,Card,Non-Member,4
2024-12-28,C0325,S004,Mobile Zone,Electronics,Power Bank,2,999,0,1998.0,Cash,Non-Member,5
2024-12-28,C0355,S001,Fashion Hub,Fashion,Sneakers,1,1999,0,1999.0,Card,Non-Member,5
2024-12-28,C0382,S005,Home Needs,Home & Lifestyle,Bedsheet,2,1299,15,2208.3,UPI,Member,5
2024-12-29,C0443,S004,Mobile Zone,Electronics,Bluetooth Speaker,1,1799,0,1799.0,Cash,Non-Member,4
2024-12-29,C0119,S003,Tech World,Electronics,Smart Watch,2,2999,20,4798.4,Card,Non-Member,3
2024-12-30,C0491,S003,Tech World,Electronics,Headphones,3,1499,5,4272.15,Card,Member,4
2024-12-30,C0154,S004,Mobile Zone,Electronics,Smart Watch,2,2999,20,4798.4,Card,Member,4
2024-12-30,C0103,S004,Mobile Zone,Electronics,Power Bank,3,999,20,2397.6,Cash,Member,5
2024-12-30,C0265,S008,Book House,Books,Notebook,1,199,0,199.0,Cash,Member,3
2024-12-31,C0014,S001,Fashion Hub,Fashion,Sneakers,3,1999,5,5697.15,Cash,Non-Member,5
2024-12-31,C0009,S008,Book House,Books,Notebook,2,199,15,338.3,Cash,Member,4
2025-01-02,C0429,S001,Fashion Hub,Fashion,Shirt,3,999,0,2997.0,Card,Member,4
2025-01-03,C0349,S006,Beauty Corner,Beauty,Shampoo,3,499,10,1347.3,UPI,Member,4
2025-01-05,C0265,S008,Book House,Books,Business Book,1,699,10,629.1,Cash,Non-Member,5
2025-01-05,C0103,S007,Sports Arena,Sports,Skipping Rope,1,299,10,269.1,Card,Member,3
2025-01-05,C0048,S007,Sports Arena,Sports,Sports Shoes,1,2499,0,2499.0,Cash,Non-Member,5
2025-01-07,C0293,S001,Fashion Hub,Fashion,Jeans,2,1499,0,2998.0,Card,Member,4
2025-01-07,C0233,S005,Home Needs,Home & Lifestyle,Cushion,2,499,0,998.0,Cash,Non-Member,4
2025-01-09,C0451,S003,Tech World,Electronics,Headphones,2,1499,20,2398.4,Card,Non-Member,4
2025-01-09,C0291,S007,Sports Arena,Sports,Yoga Mat,2,799,15,1358.3,Cash,Non-Member,4
2025-01-09,C0008,S008,Book House,Books,Notebook,1,199,10,179.1,Card,Member,3
2025-01-09,C0376,S008,Book House,Books,Notebook,1,199,10,179.1,Cash,Member,5
2025-01-09,C0059,S002,Style Point,Fashion,Jacket,1,2499,0,2499.0,Cash,Member,4
2025-01-10,C0141,S003,Tech World,Electronics,Bluetooth Speaker,2,1799,0,3598.0,UPI,Non-Member,4
2025-01-10,C0392,S002,Style Point,Fashion,Jacket,1,2499,5,2374.05,Card,Non-Member,5
2025-01-10,C0212,S003,Tech World,Electronics,Smart Watch,2,2999,0,5998.0,Cash,Non-Member,4
2025-01-11,C0384,S005,Home Needs,Home & Lifestyle,Cushion,2,499,5,948.1,Card,Non-Member,4
2025-01-11,C0146,S004,Mobile Zone,Electronics,Smart Watch,2,2999,5,5698.1,UPI,Non-Member,4
2025-01-11,C0041,S008,Book House,Books,Children Book,1,299,5,284.05,Card,Non-Member,4
2025-01-11,C0461,S001,Fashion Hub,Fashion,Jeans,2,1499,15,2548.3,Card,Member,4
2025-01-11,C0143,S008,Book House,Books,Magazine,1,149,0,149.0,Card,Member,5
2025-01-12,C0076,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,20,559.2,UPI,Non-Member,3
2025-01-13,C0107,S004,Mobile Zone,Electronics,Power Bank,2,999,0,1998.0,UPI,Member,5
2025-01-13,C0073,S005,Home Needs,Home & Lifestyle,Lamp,2,899,10,1618.2,Cash,Non-Member,4
2025-01-14,C0323,S006,Beauty Corner,Beauty,Perfume,2,999,10,1798.2,Cash,Member,4
2025-01-14,C0282,S007,Sports Arena,Sports,Skipping Rope,2,299,5,568.1,Card,Member,4
2025-01-14,C0395,S003,Tech World,Electronics,Keyboard,1,1299,0,1299.0,Cash,Member,5
2025-01-14,C0495,S001,Fashion Hub,Fashion,Sneakers,3,1999,5,5697.15,Cash,Non-Member,5
2025-01-15,C0460,S008,Book House,Books,Business Book,3,699,0,2097.0,UPI,Non-Member,4
2025-01-15,C0058,S008,Book House,Books,Notebook,1,199,20,159.2,Cash,Non-Member,5
2025-01-15,C0111,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,20,559.2,Card,Non-Member,3
2025-01-16,C0233,S005,Home Needs,Home & Lifestyle,Lamp,3,899,0,2697.0,UPI,Non-Member,5
2025-01-17,C0209,S007,Sports Arena,Sports,Sports Shoes,2,2499,0,4998.0,Cash,Non-Member,5
2025-01-17,C0068,S007,Sports Arena,Sports,Football,2,899,10,1618.2,Card,Non-Member,5
2025-01-17,C0442,S002,Style Point,Fashion,Sneakers,2,1999,0,3998.0,Card,Member,4
2025-01-17,C0019,S002,Style Point,Fashion,Shirt,1,999,10,899.1,Cash,Non-Member,4
2025-01-18,C0179,S008,Book House,Books,Magazine,2,149,10,268.2,Card,Member,4
2025-01-18,C0300,S002,Style Point,Fashion,Jeans,2,1499,10,2698.2,Cash,Member,5
2025-01-19,C0060,S003,Tech World,Electronics,Bluetooth Speaker,3,1799,15,4587.45,Cash,Non-Member,3
2025-01-19,C0403,S002,Style Point,Fashion,Jacket,3,2499,15,6372.45,Card,Non-Member,5
2025-01-20,C0192,S002,Style Point,Fashion,Jacket,3,2499,20,5997.6,UPI,Member,4
2025-01-20,C0015,S003,Tech World,Electronics,Smart Watch,1,2999,5,2849.05,Cash,Member,5
2025-01-20,C0249,S004,Mobile Zone,Electronics,Smart Watch,2,2999,0,5998.0,Cash,Non-Member,4
2025-01-21,C0246,S005,Home Needs,Home & Lifestyle,Bedsheet,1,1299,5,1234.05,UPI,Non-Member,4
2025-01-22,C0241,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,0,699.0,Card,Non-Member,4
2025-01-22,C0013,S005,Home Needs,Home & Lifestyle,Cushion,2,499,20,798.4,UPI,Member,4
2025-01-23,C0210,S003,Tech World,Electronics,Bluetooth Speaker,2,1799,0,3598.0,Cash,Member,3
2025-01-23,C0105,S001,Fashion Hub,Fashion,T-Shirt,1,799,15,679.15,Cash,Member,3
2025-01-23,C0459,S002,Style Point,Fashion,Jeans,3,1499,0,4497.0,UPI,Non-Member,5
2025-01-24,C0488,S005,Home Needs,Home & Lifestyle,Lamp,2,899,5,1708.1,UPI,Non-Member,5
2025-01-24,C0434,S005,Home Needs,Home & Lifestyle,Storage Box,3,699,0,2097.0,Card,Member,3
2025-01-25,C0335,S005,Home Needs,Home & Lifestyle,Lamp,1,899,15,764.15,Cash,Non-Member,3
2025-01-25,C0383,S006,Beauty Corner,Beauty,Shampoo,1,499,15,424.15,Cash,Non-Member,5
2025-01-27,C0204,S001,Fashion Hub,Fashion,Sneakers,2,1999,5,3798.1,Card,Non-Member,5
2025-01-27,C0489,S003,Tech World,Electronics,Power Bank,1,999,0,999.0,Card,Non-Member,5
2025-01-28,C0075,S003,Tech World,Electronics,Bluetooth Speaker,1,1799,15,1529.15,Card,Non-Member,3
2025-01-28,C0321,S001,Fashion Hub,Fashion,Jacket,1,2499,0,2499.0,Card,Member,3
2025-01-28,C0010,S001,Fashion Hub,Fashion,Sneakers,2,1999,0,3998.0,Card,Member,4
2025-01-29,C0326,S008,Book House,Books,Novel,2,399,0,798.0,UPI,Member,4
2025-01-30,C0045,S003,Tech World,Electronics,Smart Watch,1,2999,20,2399.2,UPI,Non-Member,4
2025-01-30,C0219,S003,Tech World,Electronics,Keyboard,1,1299,20,1039.2,UPI,Member,4
2025-01-31,C0113,S005,Home Needs,Home & Lifestyle,Cushion,2,499,0,998.0,UPI,Non-Member,3
2025-01-31,C0489,S006,Beauty Corner,Beauty,Shampoo,2,499,10,898.2,Cash,Member,5
2025-01-31,C0296,S006,Beauty Corner,Beauty,Face Wash,2,399,20,638.4,Cash,Non-Member,4
2025-01-31,C0187,S006,Beauty Corner,Beauty,Lip Balm,1,249,20,199.2,Cash,Member,4
2025-02-01,C0108,S004,Mobile Zone,Electronics,Bluetooth Speaker,1,1799,5,1709.05,Card,Member,4
2025-02-02,C0281,S005,Home Needs,Home & Lifestyle,Bottle,2,399,10,718.2,Cash,Member,4
2025-02-02,C0003,S001,Fashion Hub,Fashion,Sneakers,1,1999,20,1599.2,UPI,Member,4
2025-02-04,C0279,S006,Beauty Corner,Beauty,Face Wash,1,399,0,399.0,UPI,Member,3
2025-02-04,C0128,S006,Beauty Corner,Beauty,Moisturizer,2,599,5,1138.1,UPI,Non-Member,4
2025-02-04,C0296,S004,Mobile Zone,Electronics,Keyboard,2,1299,5,2468.1,UPI,Member,3
2025-02-04,C0400,S001,Fashion Hub,Fashion,Jacket,3,2499,15,6372.45,Cash,Member,4
2025-02-04,C0076,S006,Beauty Corner,Beauty,Face Wash,1,399,20,319.2,UPI,Non-Member,5
2025-02-05,C0462,S005,Home Needs,Home & Lifestyle,Cushion,1,499,20,399.2,Cash,Non-Member,3
2025-02-07,C0117,S005,Home Needs,Home & Lifestyle,Lamp,1,899,10,809.1,Card,Member,4
2025-02-07,C0153,S008,Book House,Books,Novel,3,399,5,1137.15,Card,Member,4
2025-02-08,C0462,S005,Home Needs,Home & Lifestyle,Bedsheet,1,1299,15,1104.15,Cash,Non-Member,4
2025-02-08,C0246,S005,Home Needs,Home & Lifestyle,Storage Box,3,699,0,2097.0,Card,Member,5
2025-02-09,C0427,S004,Mobile Zone,Electronics,Smart Watch,3,2999,5,8547.15,Cash,Non-Member,4
2025-02-10,C0399,S004,Mobile Zone,Electronics,Keyboard,3,1299,0,3897.0,Cash,Member,3
2025-02-11,C0457,S003,Tech World,Electronics,Smart Watch,1,2999,0,2999.0,UPI,Non-Member,5
2025-02-12,C0007,S004,Mobile Zone,Electronics,Smart Watch,1,2999,10,2699.1,Card,Non-Member,5
2025-02-13,C0331,S008,Book House,Books,Children Book,3,299,15,762.45,UPI,Member,4
2025-02-13,C0474,S003,Tech World,Electronics,Keyboard,1,1299,0,1299.0,UPI,Member,4
2025-02-15,C0400,S005,Home Needs,Home & Lifestyle,Cushion,1,499,0,499.0,Card,Non-Member,4
2025-02-15,C0016,S005,Home Needs,Home & Lifestyle,Bottle,1,399,15,339.15,Card,Member,4
2025-02-15,C0152,S003,Tech World,Electronics,Power Bank,3,999,20,2397.6,Cash,Member,3
2025-02-15,C0432,S006,Beauty Corner,Beauty,Face Wash,2,399,20,638.4,Card,Member,5
2025-02-15,C0205,S005,Home Needs,Home & Lifestyle,Lamp,2,899,0,1798.0,Cash,Non-Member,4
2025-02-15,C0424,S001,Fashion Hub,Fashion,Jacket,1,2499,15,2124.15,UPI,Member,4
2025-02-16,C0165,S007,Sports Arena,Sports,Cricket Bat,1,1999,5,1899.05,Cash,Non-Member,4
2025-02-16,C0376,S002,Style Point,Fashion,Sneakers,1,1999,15,1699.15,UPI,Member,5
2025-02-17,C0045,S002,Style Point,Fashion,Sneakers,2,1999,5,3798.1,Card,Non-Member,5
2025-02-18,C0245,S007,Sports Arena,Sports,Skipping Rope,1,299,15,254.15,Cash,Non-Member,5
2025-02-18,C0353,S002,Style Point,Fashion,Jacket,1,2499,0,2499.0,UPI,Member,5
2025-02-19,C0282,S003,Tech World,Electronics,Bluetooth Speaker,2,1799,5,3418.1,UPI,Non-Member,4
2025-02-19,C0221,S003,Tech World,Electronics,Power Bank,1,999,0,999.0,UPI,Member,5
2025-02-20,C0031,S005,Home Needs,Home & Lifestyle,Bottle,1,399,15,339.15,Cash,Non-Member,4
2025-02-20,C0166,S002,Style Point,Fashion,Shirt,3,999,0,2997.0,UPI,Non-Member,4
2025-02-20,C0416,S003,Tech World,Electronics,Headphones,3,1499,5,4272.15,UPI,Member,4
2025-02-22,C0178,S003,Tech World,Electronics,Keyboard,1,1299,0,1299.0,Card,Non-Member,3
2025-02-23,C0152,S006,Beauty Corner,Beauty,Shampoo,1,499,0,499.0,Cash,Non-Member,5
2025-02-23,C0061,S002,Style Point,Fashion,T-Shirt,1,799,10,719.1,UPI,Member,4
2025-02-23,C0182,S006,Beauty Corner,Beauty,Perfume,1,999,20,799.2,Cash,Member,3
2025-02-23,C0239,S004,Mobile Zone,Electronics,Keyboard,3,1299,5,3702.15,UPI,Member,5
2025-02-24,C0017,S007,Sports Arena,Sports,Yoga Mat,1,799,10,719.1,Cash,Non-Member,5
2025-02-24,C0213,S001,Fashion Hub,Fashion,T-Shirt,2,799,20,1278.4,Card,Non-Member,5
2025-02-25,C0231,S005,Home Needs,Home & Lifestyle,Bedsheet,2,1299,10,2338.2,Card,Member,5
2025-02-25,C0328,S008,Book House,Books,Magazine,1,149,5,141.55,Card,Non-Member,5
2025-02-26,C0026,S005,Home Needs,Home & Lifestyle,Cushion,3,499,20,1197.6,Cash,Non-Member,5
2025-02-28,C0161,S005,Home Needs,Home & Lifestyle,Bedsheet,1,1299,15,1104.15,Card,Member,4
2025-03-01,C0259,S003,Tech World,Electronics,Headphones,2,1499,5,2848.1,Cash,Member,4
2025-03-01,C0468,S002,Style Point,Fashion,Jeans,2,1499,15,2548.3,Card,Non-Member,5
2025-03-01,C0465,S001,Fashion Hub,Fashion,Sneakers,1,1999,15,1699.15,Cash,Non-Member,5
2025-03-01,C0046,S008,Book House,Books,Children Book,2,299,10,538.2,Cash,Non-Member,5
2025-03-03,C0185,S003,Tech World,Electronics,Power Bank,1,999,0,999.0,Card,Non-Member,4
2025-03-03,C0106,S008,Book House,Books,Novel,1,399,5,379.05,UPI,Member,4
2025-03-04,C0434,S006,Beauty Corner,Beauty,Lip Balm,2,249,0,498.0,Cash,Non-Member,4
2025-03-04,C0235,S001,Fashion Hub,Fashion,T-Shirt,2,799,0,1598.0,UPI,Non-Member,5
2025-03-07,C0500,S006,Beauty Corner,Beauty,Lip Balm,1,249,5,236.55,UPI,Member,3
2025-03-08,C0496,S003,Tech World,Electronics,Bluetooth Speaker,2,1799,5,3418.1,Cash,Non-Member,5
2025-03-08,C0265,S008,Book House,Books,Children Book,2,299,5,568.1,Card,Member,5
